01000	PRIM TB COMPLEX-UNSPEC
01133	TB OF BRONCHUS-MICRO DX
01134	TB OF BRONCHUS-CULT DX
01135	TB OF BRONCHUS-HISTO DX
01136	TB OF BRONCHUS-OTH TEST
01140	TB LUNG FIBROSIS-UNSPEC
01141	TB LUNG FIBROSIS-NO EXAM
01142	TB LUNG FIBROS-EXAM UNKN
01143	TB LUNG FIBROS-MICRO DX
01144	TB LUNG FIBROSIS-CULT DX
01145	TB LUNG FIBROS-HISTO DX
01146	TB LUNG FIBROS-OTH TEST
01150	TB BRONCHIECTASIS-UNSPEC
01151	TB BRONCHIECT-NO EXAM
01152	TB BRONCHIECT-EXAM UNKN
01153	TB BRONCHIECT-MICRO DX
01154	TB BRONCHIECT-CULT DX
01155	TB BRONCHIECT-HISTO DX
01156	TB BRONCHIECT-OTH TEST
01160	TB PNEUMONIA-UNSPEC
01161	TB PNEUMONIA-NO EXAM
01162	TB PNEUMONIA-EXAM UNKN
01163	TB PNEUMONIA-MICRO DX
01164	TB PNEUMONIA-CULT DX
01165	TB PNEUMONIA-HISTO DX
01166	TB PNEUMONIA-OTH TEST
01170	TB PNEUMOTHORAX-UNSPEC
01171	TB PNEUMOTHORAX-NO EXAM
01172	TB PNEUMOTHORX-EXAM UNKN
01173	TB PNEUMOTHORAX-MICRO DX
01174	TB PNEUMOTHORAX-CULT DX
01175	TB PNEUMOTHORAX-HISTO DX
01176	TB PNEUMOTHORAX-OTH TEST
01180	PULMONARY TB NEC-UNSPEC
01181	PULMONARY TB NEC-NO EXAM
01182	PULMON TB NEC-EXAM UNKN
01183	PULMON TB NEC-MICRO DX
01184	PULMON TB NEC-CULT DX
01185	PULMON TB NEC-HISTO DX
01186	PULMON TB NEC-OTH TEST
01190	PULMONARY TB NOS-UNSPEC
01191	PULMONARY TB NOS-NO EXAM
01192	PULMON TB NOS-EXAM UNKN
01193	PULMON TB NOS-MICRO DX
01194	PULMON TB NOS-CULT DX
01195	PULMON TB NOS-HISTO DX
01196	PULMON TB NOS-OTH TEST
01200	TB PLEURISY-UNSPEC
01201	TB PLEURISY-NO EXAM
01202	TB PLEURISY-EXAM UNKN
01203	TB PLEURISY-MICRO DX
01204	TB PLEURISY-CULT DX
01205	TB PLEURISY-HISTOLOG DX
01206	TB PLEURISY-OTH TEST
01210	TB THORACIC NODES-UNSPEC
01211	TB THORAX NODE-NO EXAM
01212	TB THORAX NODE-EXAM UNKN
01213	TB THORAX NODE-MICRO DX
01214	TB THORAX NODE-CULT DX
01215	TB THORAX NODE-HISTO DX
01216	TB THORAX NODE-OTH TEST
01220	ISOL TRACHEAL TB-UNSPEC
01221	ISOL TRACHEAL TB-NO EXAM
01222	ISOL TRACH TB-EXAM UNKN
01223	ISOLAT TRACH TB-MICRO DX
01224	ISOL TRACHEAL TB-CULT DX
01225	ISOLAT TRACH TB-HISTO DX
01226	ISOLAT TRACH TB-OTH TEST
01230	TB LARYNGITIS-UNSPEC
01231	TB LARYNGITIS-NO EXAM
01232	TB LARYNGITIS-EXAM UNKN
01233	TB LARYNGITIS-MICRO DX
01234	TB LARYNGITIS-CULT DX
01235	TB LARYNGITIS-HISTO DX
01236	TB LARYNGITIS-OTH TEST
01280	RESP TB NEC-UNSPEC
01281	RESP TB NEC-NO EXAM
01282	RESP TB NEC-EXAM UNKN
01283	RESP TB NEC-MICRO DX
01284	RESP TB NEC-CULT DX
01285	RESP TB NEC-HISTO DX
01286	RESP TB NEC-OTH TEST
01300	TB MENINGITIS-UNSPEC
01301	TB MENINGITIS-NO EXAM
01302	TB MENINGITIS-EXAM UNKN
01303	TB MENINGITIS-MICRO DX
01304	TB MENINGITIS-CULT DX
01305	TB MENINGITIS-HISTO DX
01306	TB MENINGITIS-OTH TEST
01310	TUBRCLMA MENINGES-UNSPEC
01311	TUBRCLMA MENING-NO EXAM
01312	TUBRCLMA MENIN-EXAM UNKN
01313	TUBRCLMA MENING-MICRO DX
01314	TUBRCLMA MENING-CULT DX
01315	TUBRCLMA MENING-HISTO DX
01316	TUBRCLMA MENING-OTH TEST
01320	TUBERCULOMA BRAIN-UNSPEC
01321	TUBRCLOMA BRAIN-NO EXAM
01322	TUBRCLMA BRAIN-EXAM UNKN
01323	TUBRCLOMA BRAIN-MICRO DX
01324	TUBRCLOMA BRAIN-CULT DX
01325	TUBRCLOMA BRAIN-HISTO DX
01326	TUBRCLOMA BRAIN-OTH TEST
01330	TB BRAIN ABSCESS-UNSPEC
01331	TB BRAIN ABSCESS-NO EXAM
01332	TB BRAIN ABSC-EXAM UNKN
01333	TB BRAIN ABSC-MICRO DX
01334	TB BRAIN ABSCESS-CULT DX
01335	TB BRAIN ABSC-HISTO DX
01336	TB BRAIN ABSC-OTH TEST
01340	TUBRCLMA SP CORD-UNSPEC
01341	TUBRCLMA SP CORD-NO EXAM
01342	TUBRCLMA SP CD-EXAM UNKN
01343	TUBRCLMA SP CRD-MICRO DX
01344	TUBRCLMA SP CORD-CULT DX
01345	TUBRCLMA SP CRD-HISTO DX
01346	TUBRCLMA SP CRD-OTH TEST
01350	TB SP CRD ABSCESS-UNSPEC
01351	TB SP CRD ABSC-NO EXAM
01352	TB SP CRD ABSC-EXAM UNKN
01353	TB SP CRD ABSC-MICRO DX
01354	TB SP CRD ABSC-CULT DX
01355	TB SP CRD ABSC-HISTO DX
01356	TB SP CRD ABSC-OTH TEST
01360	TB ENCEPHALITIS-UNSPEC
01361	TB ENCEPHALITIS-NO EXAM
01362	TB ENCEPHALIT-EXAM UNKN
01363	TB ENCEPHALITIS-MICRO DX
01364	TB ENCEPHALITIS-CULT DX
01365	TB ENCEPHALITIS-HISTO DX
01366	TB ENCEPHALITIS-OTH TEST
01380	CNS TB NEC-UNSPEC
01381	CNS TB NEC-NO EXAM
01382	CNS TB NEC-EXAM UNKN
01383	CNS TB NEC-MICRO DX
01384	CNS TB NEC-CULT DX
01385	CNS TB NEC-HISTO DX
01386	CNS TB NEC-OTH TEST
01390	CNS TB NOS-UNSPEC
01391	CNS TB NOS-NO EXAM
01392	CNS TB NOS-EXAM UNKN
01393	CNS TB NOS-MICRO DX
01394	CNS TB NOS-CULT DX
01395	CNS TB NOS-HISTO DX
01396	CNS TB NOS-OTH TEST
01400	TB PERITONITIS-UNSPEC
01401	TB PERITONITIS-NO EXAM
01402	TB PERITONITIS-EXAM UNKN
01403	TB PERITONITIS-MICRO DX
01404	TB PERITONITIS-CULT DX
01405	TB PERITONITIS-HISTO DX
01406	TB PERITONITIS-OTH TEST
01480	INTESTINAL TB NEC-UNSPEC
01481	INTESTIN TB NEC-NO EXAM
01482	INTEST TB NEC-EXAM UNKN
01483	INTESTIN TB NEC-MICRO DX
01484	INTESTIN TB NEC-CULT DX
01485	INTESTIN TB NEC-HISTO DX
01486	INTESTIN TB NEC-OTH TEST
01500	TB OF VERTEBRA-UNSPEC
01501	TB OF VERTEBRA-NO EXAM
01502	TB OF VERTEBRA-EXAM UNKN
01503	TB OF VERTEBRA-MICRO DX
01504	TB OF VERTEBRA-CULT DX
01505	TB OF VERTEBRA-HISTO DX
01506	TB OF VERTEBRA-OTH TEST
01510	TB OF HIP-UNSPEC
01511	TB OF HIP-NO EXAM
01512	TB OF HIP-EXAM UNKN
01513	TB OF HIP-MICRO DX
01514	TB OF HIP-CULT DX
01515	TB OF HIP-HISTO DX
01516	TB OF HIP-OTH TEST
01520	TB OF KNEE-UNSPEC
01521	TB OF KNEE-NO EXAM
01522	TB OF KNEE-EXAM UNKN
01523	TB OF KNEE-MICRO DX
01524	TB OF KNEE-CULT DX
01525	TB OF KNEE-HISTO DX
01526	TB OF KNEE-OTH TEST
01550	TB OF LIMB BONES-UNSPEC
01551	TB LIMB BONES-NO EXAM
01552	TB LIMB BONES-EXAM UNKN
01553	TB LIMB BONES-MICRO DX
01554	TB LIMB BONES-CULT DX
01555	TB LIMB BONES-HISTO DX
01556	TB LIMB BONES-OTH TEST
01560	TB OF MASTOID-UNSPEC
01561	TB OF MASTOID-NO EXAM
01562	TB OF MASTOID-EXAM UNKN
01563	TB OF MASTOID-MICRO DX
01564	TB OF MASTOID-CULT DX
01565	TB OF MASTOID-HISTO DX
01566	TB OF MASTOID-OTH TEST
01570	TB OF BONE NEC-UNSPEC
01571	TB OF BONE NEC-NO EXAM
01572	TB OF BONE NEC-EXAM UNKN
01573	TB OF BONE NEC-MICRO DX
01574	TB OF BONE NEC-CULT DX
01575	TB OF BONE NEC-HISTO DX
01576	TB OF BONE NEC-OTH TEST
01580	TB OF JOINT NEC-UNSPEC
01581	TB OF JOINT NEC-NO EXAM
01582	TB JOINT NEC-EXAM UNKN
01583	TB OF JOINT NEC-MICRO DX
01584	TB OF JOINT NEC-CULT DX
01585	TB OF JOINT NEC-HISTO DX
01586	TB OF JOINT NEC-OTH TEST
01590	TB BONE/JOINT NOS-UNSPEC
01591	TB BONE/JT NOS-NO EXAM
01592	TB BONE/JT NOS-EXAM UNKN
01593	TB BONE/JT NOS-MICRO DX
01594	TB BONE/JT NOS-CULT DX
01595	TB BONE/JT NOS-HISTO DX
01596	TB BONE/JT NOS-OTH TEST
01600	TB OF KIDNEY-UNSPEC
01601	TB OF KIDNEY-NO EXAM
01602	TB OF KIDNEY-EXAM UNKN
01603	TB OF KIDNEY-MICRO DX
01604	TB OF KIDNEY-CULT DX
01605	TB OF KIDNEY-HISTO DX
01606	TB OF KIDNEY-OTH TEST
01610	TB OF BLADDER-UNSPEC
01611	TB OF BLADDER-NO EXAM
01612	TB OF BLADDER-EXAM UNKN
01613	TB OF BLADDER-MICRO DX
01614	TB OF BLADDER-CULT DX
01615	TB OF BLADDER-HISTO DX
01616	TB OF BLADDER-OTH TEST
01620	TB OF URETER-UNSPEC
01621	TB OF URETER-NO EXAM
01622	TB OF URETER-EXAM UNKN
01623	TB OF URETER-MICRO DX
01624	TB OF URETER-CULT DX
01625	TB OF URETER-HISTO DX
01626	TB OF URETER-OTH TEST
01630	TB URINARY NEC-UNSPEC
01631	TB URINARY NEC-NO EXAM
01632	TB URINARY NEC-EXAM UNKN
01633	TB URINARY NEC-MICRO DX
01634	TB URINARY NEC-CULT DX
01635	TB URINARY NEC-HISTO DX
01636	TB URINARY NEC-OTH TEST
01640	TB EPIDIDYMIS-UNSPEC
01641	TB EPIDIDYMIS-NO EXAM
01642	TB EPIDIDYMIS-EXAM UNKN
01643	TB EPIDIDYMIS-MICRO DX
01644	TB EPIDIDYMIS-CULT DX
01645	TB EPIDIDYMIS-HISTO DX
01646	TB EPIDIDYMIS-OTH TEST
01650	TB MALE GENIT NEC-UNSPEC
01651	TB MALE GEN NEC-NO EXAM
01652	TB MALE GEN NEC-EX UNKN
01653	TB MALE GEN NEC-MICRO DX
01654	TB MALE GEN NEC-CULT DX
01655	TB MALE GEN NEC-HISTO DX
01656	TB MALE GEN NEC-OTH TEST
01660	TB OVARY & TUBE-UNSPEC
01661	TB OVARY & TUBE-NO EXAM
01662	TB OVARY/TUBE-EXAM UNKN
01663	TB OVARY & TUBE-MICRO DX
01664	TB OVARY & TUBE-CULT DX
01665	TB OVARY & TUBE-HISTO DX
01666	TB OVARY & TUBE-OTH TEST
01670	TB FEMALE GEN NEC-UNSPEC
01671	TB FEM GEN NEC-NO EXAM
01672	TB FEM GEN NEC-EXAM UNKN
01673	TB FEM GEN NEC-MICRO DX
01674	TB FEM GEN NEC-CULT DX
01675	TB FEM GEN NEC-HISTO DX
01676	TB FEM GEN NEC-OTH TEST
01690	GU TB NOS-UNSPEC
01691	GU TB NOS-NO EXAM
01692	GU TB NOS-EXAM UNKN
01693	GU TB NOS-MICRO DX
01694	GU TB NOS-CULT DX
01695	GU TB NOS-HISTO DX
01696	GU TB NOS-OTH TEST
01700	TB SKIN/SUBCUTAN-UNSPEC
01701	TB SKIN/SUBCUT-NO EXAM
01702	TB SKIN/SUBCUT-EXAM UNKN
01703	TB SKIN/SUBCUT-MICRO DX
01704	TB SKIN/SUBCUT-CULT DX
01705	TB SKIN/SUBCUT-HISTO DX
01706	TB SKIN/SUBCUT-OTH TEST
01710	ERYTHEMA NODOS TB-UNSPEC
01711	ERYTHEM NODOS TB-NO EXAM
01712	ERYTHEM NOD TB-EXAM UNKN
01713	ERYTHEM NOD TB-MICRO DX
01714	ERYTHEM NODOS TB-CULT DX
01715	ERYTHEM NOD TB-HISTO DX
01716	ERYTHEM NOD TB-OTH TEST
01720	TB PERIPH LYMPH-UNSPEC
01721	TB PERIPH LYMPH-NO EXAM
01722	TB PERIPH LYMPH-EXAM UNK
01723	TB PERIPH LYMPH-MICRO DX
01724	TB PERIPH LYMPH-CULT DX
01725	TB PERIPH LYMPH-HISTO DX
01726	TB PERIPH LYMPH-OTH TEST
01730	TB OF EYE-UNSPEC
01731	TB OF EYE-NO EXAM
01732	TB OF EYE-EXAM UNKN
01733	TB OF EYE-MICRO DX
01734	TB OF EYE-CULT DX
01735	TB OF EYE-HISTO DX
01736	TB OF EYE-OTH TEST
01740	TB OF EAR-UNSPEC
01741	TB OF EAR-NO EXAM
01742	TB OF EAR-EXAM UNKN
01743	TB OF EAR-MICRO DX
01744	TB OF EAR-CULT DX
01745	TB OF EAR-HISTO DX
01746	TB OF EAR-OTH TEST
01750	TB OF THYROID-UNSPEC
01751	TB OF THYROID-NO EXAM
01752	TB OF THYROID-EXAM UNKN
01753	TB OF THYROID-MICRO DX
01754	TB OF THYROID-CULT DX
01755	TB OF THYROID-HISTO DX
01756	TB OF THYROID-OTH TEST
01760	TB OF ADRENAL-UNSPEC
01761	TB OF ADRENAL-NO EXAM
01762	TB OF ADRENAL-EXAM UNKN
01763	TB OF ADRENAL-MICRO DX
01764	TB OF ADRENAL-CULT DX
01765	TB OF ADRENAL-HISTO DX
01766	TB OF ADRENAL-OTH TEST
01770	TB OF SPLEEN-UNSPEC
01771	TB OF SPLEEN-NO EXAM
01772	TB OF SPLEEN-EXAM UNKN
01773	TB OF SPLEEN-MICRO DX
01774	TB OF SPLEEN-CULT DX
01775	TB OF SPLEEN-HISTO DX
01776	TB OF SPLEEN-OTH TEST
01780	TB ESOPHAGUS-UNSPEC
01781	TB ESOPHAGUS-NO EXAM
01782	TB ESOPHAGUS-EXAM UNKN
01783	TB ESOPHAGUS-MICRO DX
01784	TB ESOPHAGUS-CULT DX
01785	TB ESOPHAGUS-HISTO DX
01786	TB ESOPHAGUS-OTH TEST
01790	TB OF ORGAN NEC-UNSPEC
01791	TB OF ORGAN NEC-NO EXAM
01792	TB ORGAN NEC-EXAM UNKN
01793	TB OF ORGAN NEC-MICRO DX
01794	TB OF ORGAN NEC-CULT DX
01795	TB OF ORGAN NEC-HISTO DX
01796	TB OF ORGAN NEC-OTH TEST
01800	ACUTE MILIARY TB-UNSPEC
01801	ACUTE MILIARY TB-NO EXAM
01802	AC MILIARY TB-EXAM UNKN
01803	AC MILIARY TB-MICRO DX
01804	ACUTE MILIARY TB-CULT DX
01805	AC MILIARY TB-HISTO DX
01806	AC MILIARY TB-OTH TEST
01880	MILIARY TB NEC-UNSPEC
01881	MILIARY TB NEC-NO EXAM
01882	MILIARY TB NEC-EXAM UNKN
01883	MILIARY TB NEC-MICRO DX
01884	MILIARY TB NEC-CULT DX
01885	MILIARY TB NEC-HISTO DX
01886	MILIARY TB NEC-OTH TEST
01890	MILIARY TB NOS-UNSPEC
01891	MILIARY TB NOS-NO EXAM
01892	MILIARY TB NOS-EXAM UNKN
01893	MILIARY TB NOS-MICRO DX
01894	MILIARY TB NOS-CULT DX
01895	MILIARY TB NOS-HISTO DX
01896	MILIARY TB NOS-OTH TEST
1370 	LATE EFFECT TB- RESP/NOS
1371 	LATE EFFECT CNS TB
1372 	LATE EFFECT GU TB
1373 	LATE EFF BONE & JOINT TB
1374 	LATE EFFECT TB NEC
V1201	HX TUBERCULOSIS OCT94
0031 	SALMONELLA SEPTICEMIA
0202 	SEPTICEMIC PLAGUE
0223 	ANTHRAX SEPTICEMIA
0362 	MENINGOCOCCEMIA
0380 	STREPTOCOCCAL SEPTICEMIA
0381 	STAPHYLOCOCC SEPTICEMIA
03810	STAPH SEPTICEMIA- UNSPEC OCT97
03811	STAPH AUREUS SEPTICEMIA OCT97
03819	OT STAPH SEPTICEMIA OCT97
0382 	PNEUMOCOCCAL SEPTICEMIA
0383 	ANAEROBIC SEPTICEMIA
03840	GRAM-NEG SEPTICEMIA NOS
03841	H. INFLUENAE SEPTICEMIA
03842	E COLI SEPTICEMIA
03843	PSEUDOMONAS SEPTICEMIA
03844	SERRATIA SEPTICEMIA
03849	GRAM-NEG SEPTICEMIA NEC
0388 	SEPTICEMIA NEC
0389 	SEPTICEMIA NOS
0545 	HERPETIC SEPTICEMIA
7907 	BACTEREMIA NOS
0200 	BUBONIC PLAGUE
0208 	OTHER TYPES OF PLAGUE
0209 	PLAGUE NOS
0218 	TULAREMIA NEC
0219 	TULAREMIA NOS
0228 	OTHER ANTHRAX MANIFEST
0229 	ANTHRAX NOS
0230 	BRUCELLA MELITENSIS
0231 	BRUCELLA ABORTUS
0232 	BRUCELLA SUIS
0233 	BRUCELLA CANIS
0238 	BRUCELLOSIS NEC
0239 	BRUCELLOSIS NOS
024  	GLANDERS
025  	MELIOIDOSIS
0260 	SPIRILLARY FEVER
0269 	RAT-BITE FEVER NOS
0270 	LISTERIOSIS
0271 	ERYSIPELOTHRIX INFECTION
0272 	PASTEURELLOSIS
0278 	ZOONOTIC BACT DIS NEC
0279 	ZOONOTIC BACT DIS NOS
0300 	LEPROMATOUS LEPROSY
0301 	TUBERCULOID LEPROSY
0302 	INDETERMINATE LEPROSY
0303 	BORDERLINE LEPROSY
0308 	LEPROSY NEC
0309 	LEPROSY NOS
0312 	DX DUE TO DISSEM MYCOBACT OCT97
0318 	MYCOBACTERIAL DIS NEC
0319 	MYCOBACTERIAL DIS NOS
03289	DIPHTHERIA NEC
0329 	DIPHTHERIA NOS
0330 	BORDETELLA PERTUSSIS
0331 	BORDETELLA PARAPERTUSSIS
0338 	WHOOPING COUGH NEC
0339 	WHOOPING COUGH NOS
0341 	SCARLET FEVER
0363 	MENINGOCOCC ADRENAL SYND
03681	MENINGOCOCC OPTIC NEURIT
03689	MENINGOCOCCAL INFECT NEC
0369 	MENINGOCOCCAL INFECT NOS
037  	TETANUS
0392 	ABDOMINAL ACTINOMYCOSIS
0393 	CERVICOFAC ACTINOMYCOSIS
0394 	MADURA FOOT
0398 	ACTINOMYCOSIS NEC
0399 	ACTINOMYCOSIS NOS
0400 	GAS GANGRENE
0401 	RHINOSCLEROMA
0402 	WHIPPLE-S DISEASE
0403 	NECROBACILLOSIS
04081	TROPICAL PYOMYOSITIS
04082	TOXIC SHOCK SYNDROME   OCT02
04089	BACTERIAL DISEASES NEC
0410 	STREPTOCOCCUS INFECT NOS  J80  S92
04100	STREPTOCOCCUS UNSPEC   OCT92
04101	GROUP A STREPTOCOCCUS  OCT92
04102	GROUP B STREPTOCOCCUS  OCT92
04103	GROUP C STREPTOCOCCUS  OCT92
04104	GROUP D STREPTOCOCCUS  OCT92
04105	GROUP G STREPTOCOCCUS  OCT92
04109	OTHER STREPTOCOCCUS    OCT92
0411 	STAPH INFECTION NOS   J80  S92
04110	STAPH UNSPEC     OCT92
04111	STAPH AUREUS     OCT92
04119	OTHER STAPH      OCT92
0412 	PNEUMOCOCCUS INFECT NOS
0413 	KLEBSIELLA INFECT NOS
0414 	E. COLI INFECT NOS
0415 	H. INFLUENZAE INFECT NOS
0416 	PROTEUS INFECTION NOS
0417 	PSEUDOMONAS INFECT NOS
0418 	BACTERIAL INFECTION NEC J80  S92
04181	MYCOPLASMA       OCT92
04182	BACILLUS FRAGILIS    OCT92
04183	CLOSTRID PERFRINGENS   OCT92
04184	OTHER ANAEROBES    OCT92
04185	OTHER GRAM NEG ORGS    OCT92
04186	HELICOBACTER PYLORI INFECTION OCT95
04189	OTHER SPEC BACTERIA    OCT92
0419 	BACTERIAL INFECTION NOS
390  	RHEUM FEV W/O HRT INVOLV
3929 	RHEUMATIC CHOREA NOS
7953 	POSITIVE CULTURE FINDING
79531	NONSPECIFIC POSITIVE FINDINGS/ANTHRAX OCT02
79539	OTHER NONSPECIFIC POSITIVE CULTURE OCT02
V090 	INFEC-PENICILLIN-RESIST ORGS OCT93
V091 	INFEC-CEPHALOSPORIN-RESIST ORGS OCT93
V092 	INFEC-MACROLIDES-RESIST ORGS OCT93
V093 	INFEC-TETRACYCLINE-RESIST ORGS OCT93
V094 	INFEC-AMINOGLYCOSIDE-RESIST ORGS OCT93
V0950	INFEC-UNRESIST TO MULT QUINOLONES OCT93
V0951	INFEC-MULT QUINOLONES-RESIST ORGS OCT93
V096 	INFEC-SULFONAMIDES-RESIST ORGS OCT93
V0970	INFEC-NOT MULTI-ANTIMYCOBACT-RESIS OCT93
V0971	INFEC-MULTI-ANTIMYCOBAC-RESIS ORGS OCT93
V0980	INFEC-OTH ORGS NOT MULTIDRUG-RESIS OCT93
V0981	INFEC-OTH MULTI-DRUG-RESIST ORGS OCT93
V0990	INFEC-UNSP ORGS NOT MULTDRUG-RESIS OCT93
V0991	INFEC-UNSPEC MULTIDRUG-RESIST ORGS OCT93
1100 	DERMATOPHYT SCALP/BEARD
1101 	DERMATOPHYTOSIS OF NAIL
1102 	DERMATOPHYTOSIS OF HAND
1103 	DERMATOPHYTOSIS OF GROIN
1104 	DERMATOPHYTOSIS OF FOOT
1105 	DERMATOPHYTOSIS OF BODY
1106 	DEEP DERMATOPHYTOSIS
1108 	DERMATOPHYTOSIS SITE NEC
1109 	DERMATOPHYTOSIS SITE NOS
1110 	PITYRIASIS VERSICOLOR
1111 	TINEA NIGRA
1112 	TINEA BLANCA
1113 	BLACK PIEDRA
1118 	DERMATOMYCOSES NEC
1119 	DERMATOMYCOSIS NOS
1120 	THRUSH
1121 	CANDIDAL VULVOVAGINITIS
1122 	CANDIDIAS UROGENITAL NEC
1123 	CUTANEOUS CANDIDIASIS
1125 	DISSEMINATED CANDIDIASIS
11282	CANDIDAL OTITIS EXTERNA
11284	CANDIDAL ESOPHAGITIS   OCT92
11285	CANDIDAL ENTERITIS   OCT92
11289	CANDIDIASIS SITE NEC
1129 	CANDIDIASIS SITE NOS
1141 	PRIM CUTAN COCCIDIOID
1143 	PROGRESS COCCIDIOID NEC
1149 	COCCIDIOIDOMYCOSIS NOS
11500	HISTOPLASMA CAPSULAT NOS
11509	HISTOPLASMA CAPSULAT NEC
11510	HISTOPLASMA DUBOISII NOS
11519	HISTOPLASMA DUBOISII NEC
11590	HISTOPLASMOSIS NOS
11599	HISTOPLASMOSIS NEC
1160 	BLASTOMYCOSIS
1161 	PARACOCCIDIOIDOMYCOSIS
1162 	LOBOMYCOSIS
1170 	RHINOSPORIDIOSIS
1171 	SPOROTRICHOSIS
1172 	CHROMOBLASTOMYCOSIS
1173 	ASPERGILLOSIS
1174 	MYCOTIC MYCETOMAS
1175 	CRYPTOCOCCOSIS
1176 	ALLESCHERIOSIS
1177 	ZYGOMYCOSIS
1178 	DEMATIACIOUS FUNGI INF
1179 	MYCOSES NEC & NOS
118  	OPPORTUNISTIC MYCOSES
042  	HIV DISEASE OCT94
0420 	HIV W/SPECIF INFECTIONS
0421 	HIV CAUS OTH SPEC INFECT
0422 	HIV W/SPEC MALIG NEOPLSM
0429 	AIDS- UNSPECIFIED
0430 	HIV CAUS LYMPHADENOPATHY
0431 	HIV CAUS SP CNS DISEASE
0432 	HIV CAUS OT DISOR IMMUNE
0433 	HIV CAUS OTH SPECIF COND
0439 	ARC- UNSPECIFIED
0440 	HIV CAUS ACUTE INFECTION
0449 	HIV- UNSPECIFIED
07953	HIV TYPE 2  OCT93
27910	IMMUNDEF T-CELL DEF NOS
27919	DEFIC CELL IMMUNITY NOS
79571	NONSPECIFIC SEROLOG HIV OCT94
7958 	POSITIVE SERO/VIRAL HIV
V08  	HIV POSITIVE NOS OCT94
0700 	HEPATITIS A WITH COMA
0701 	HEPATITIS A W/O COMA
0702 	HEPATITIS B WITH COMA  J80  S91
07020	VRL HEPAT B CM W/O DELTA OCT91
07021	VRL HEPAT B CM W DELTA OCT91
07022	CHR HEPAT COMA W/O DELTA OCT94
07023	CHR HEPAT COMA W/ DELTA  OCT94
0703 	HEPATITIS B W/O COMA   J80  S91
07030	VRL HPT B W/O CM W/O DLT OCT91
07031	VRL HPT B W/O CM W DELTA OCT91
07032	CHR HEPAT W/O COMA W/O DELTA OCT94
07033	CHR HEPAT W/O COMA W/ DELTA  OCT94
0704 	VIRAL HEPAT NEC W COMA J80  S91
07041	SPF VRL HPT CM HPT C   OCT91
07042	SPF VRL HPT CM DLT W/O B OCT91
07043	SPF VRL HPT CM HPT E   OCT91
07044	CHR HEPAT C W/ COMA OCT94
07049	SPF VRL HPT CM     OCT91
0705 	VIRAL HEPAT NEC W/O COMA  J80  S91
07051	VRL HPT W/O CM HEPAT C OCT91
07052	VRL HPT W/O CM DLT W/O B OCT91
07053	VRL HPT W/O CM HEPAT E OCT91
07054	CHR HEPAT C W/O COMA OCT94
07059	VRL HPT W/O CM     OCT91
0706 	VIRAL HEPAT NOS W COMA
07070	HPT C W/O HEPAT COMA NOS
07071	HPT C W HEPATIC COMA NOS
0709 	VIRAL HEPAT NOS W/O COMA
57140	CHRONIC HEPATITIS NOS
57141	CHR PERSISTENT HEPATITIS
57149	CHRONIC HEPATITIS NEC
5731 	HEPATITIS IN VIRAL DIS
5732 	HEPATITIS IN OTH INF DIS
